0.00.416.140 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.416.942 W srv  llama_server: -----------------
0.00.416.944 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.416.945 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.416.946 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.416.946 W srv  llama_server: -----------------
0.00.423.490 I srv    load_model: loading model 'C:/inky_models/Qwen2.5-Coder-7B-Instruct-Q4_K_M.gguf'
0.00.778.512 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 28, abort
0.01.000.833 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.516.072 I cmn          init: llama threadpool init, n_threads = 6
0.04.799.481 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.04.813.366 I srv  llama_server: model loaded
0.04.813.377 I srv  llama_server: listening on http://127.0.0.1:8080
0.04.813.377 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.04.813.378 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.08.540.329 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
38.55.552.551 I slot print_timing: id  0 | task 26702 | n_gen =   1199, tg =   8.74 t/s, tg_3s =   8.55 t/s
38.58.594.475 I slot print_timing: id  0 | task 26702 | n_gen =   1225, tg =   8.74 t/s, tg_3s =   8.55 t/s
39.01.635.803 I slot print_timing: id  0 | task 26702 | n_gen =   1251, tg =   8.73 t/s, tg_3s =   8.55 t/s
39.04.666.947 I slot print_timing: id  0 | task 26702 | n_gen =   1277, tg =   8.73 t/s, tg_3s =   8.58 t/s
39.07.704.297 I slot print_timing: id  0 | task 26702 | n_gen =   1303, tg =   8.73 t/s, tg_3s =   8.56 t/s
39.10.747.427 I slot print_timing: id  0 | task 26702 | n_gen =   1329, tg =   8.72 t/s, tg_3s =   8.54 t/s
39.13.784.539 I slot print_timing: id  0 | task 26702 | n_gen =   1355, tg =   8.72 t/s, tg_3s =   8.56 t/s
39.16.817.329 I slot print_timing: id  0 | task 26702 | n_gen =   1381, tg =   8.72 t/s, tg_3s =   8.57 t/s
39.19.849.801 I slot print_timing: id  0 | task 26702 | n_gen =   1407, tg =   8.71 t/s, tg_3s =   8.57 t/s
39.22.887.562 I slot print_timing: id  0 | task 26702 | n_gen =   1433, tg =   8.71 t/s, tg_3s =   8.56 t/s
39.25.930.943 I slot print_timing: id  0 | task 26702 | n_gen =   1459, tg =   8.71 t/s, tg_3s =   8.54 t/s
39.28.973.158 I slot print_timing: id  0 | task 26702 | n_gen =   1485, tg =   8.71 t/s, tg_3s =   8.55 t/s
39.32.007.271 I slot print_timing: id  0 | task 26702 | n_gen =   1511, tg =   8.70 t/s, tg_3s =   8.57 t/s
39.35.041.713 I slot print_timing: id  0 | task 26702 | n_gen =   1537, tg =   8.70 t/s, tg_3s =   8.57 t/s
39.38.089.780 I slot print_timing: id  0 | task 26702 | n_gen =   1563, tg =   8.70 t/s, tg_3s =   8.53 t/s
39.41.129.963 I slot print_timing: id  0 | task 26702 | n_gen =   1589, tg =   8.70 t/s, tg_3s =   8.55 t/s
39.44.172.806 I slot print_timing: id  0 | task 26702 | n_gen =   1615, tg =   8.69 t/s, tg_3s =   8.54 t/s
39.47.215.929 I slot print_timing: id  0 | task 26702 | n_gen =   1641, tg =   8.69 t/s, tg_3s =   8.54 t/s
39.49.202.283 I slot print_timing: id  0 | task 26702 | prompt eval time =     926.56 ms /   309 tokens (    3.00 ms per token,   333.49 tokens per second)
39.49.202.297 I slot print_timing: id  0 | task 26702 |        eval time =  190699.86 ms /  1658 tokens (  115.09 ms per token,     8.69 tokens per second)
39.49.202.299 I slot print_timing: id  0 | task 26702 |       total time =  191626.42 ms /  1967 tokens
39.49.202.300 I slot print_timing: id  0 | task 26702 |    graphs reused =      28136
39.49.202.651 I slot      release: id  0 | task 26702 | stop processing: n_tokens = 6903, truncated = 0
46.01.156.403 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.355 (> 0.100 thold), f_keep = 0.182
46.01.330.986 I slot launch_slot_: id  0 | task 28361 | processing task, is_child = 0
46.07.325.976 I slot print_timing: id  0 | task 28361 | n_gen =    100, tg =  24.80 t/s, tg_3s =  25.05 t/s
46.10.337.505 I slot print_timing: id  0 | task 28361 | n_gen =    175, tg =  24.85 t/s, tg_3s =  24.90 t/s
46.13.347.352 I slot print_timing: id  0 | task 28361 | n_gen =    249, tg =  24.77 t/s, tg_3s =  24.59 t/s
46.14.395.247 I slot print_timing: id  0 | task 28361 | prompt eval time =    2003.47 ms /  2281 tokens (    0.88 ms per token,  1138.53 tokens per second)
46.14.395.260 I slot print_timing: id  0 | task 28361 |        eval time =   11060.76 ms /   275 tokens (   40.37 ms per token,    24.77 tokens per second)
46.14.395.261 I slot print_timing: id  0 | task 28361 |       total time =   13064.23 ms /  2556 tokens
46.14.395.263 I slot print_timing: id  0 | task 28361 |    graphs reused =      28408
46.14.396.060 I slot      release: id  0 | task 28361 | stop processing: n_tokens = 3810, truncated = 0
46.35.941.757 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.970 (> 0.100 thold), f_keep = 0.898
46.35.941.868 I slot launch_slot_: id  0 | task 28638 | processing task, is_child = 0
46.40.270.094 I slot print_timing: id  0 | task 28638 | n_gen =    100, tg =  25.13 t/s, tg_3s =  25.39 t/s
46.43.289.228 I slot print_timing: id  0 | task 28638 | n_gen =    176, tg =  25.15 t/s, tg_3s =  25.17 t/s
46.46.306.608 I slot print_timing: id  0 | task 28638 | n_gen =    252, tg =  25.16 t/s, tg_3s =  25.19 t/s
46.49.313.921 I slot print_timing: id  0 | task 28638 | n_gen =    324, tg =  24.88 t/s, tg_3s =  23.94 t/s
46.52.324.941 I slot print_timing: id  0 | task 28638 | n_gen =    397, tg =  24.76 t/s, tg_3s =  24.24 t/s
46.55.325.760 I slot print_timing: id  0 | task 28638 | n_gen =    469, tg =  24.64 t/s, tg_3s =  23.99 t/s
46.58.329.461 I slot print_timing: id  0 | task 28638 | n_gen =    542, tg =  24.59 t/s, tg_3s =  24.30 t/s
47.01.353.933 I slot print_timing: id  0 | task 28638 | n_gen =    613, tg =  24.46 t/s, tg_3s =  23.48 t/s
47.04.369.460 I slot print_timing: id  0 | task 28638 | n_gen =    684, tg =  24.36 t/s, tg_3s =  23.54 t/s
47.07.387.981 I slot print_timing: id  0 | task 28638 | n_gen =    754, tg =  24.25 t/s, tg_3s =  23.19 t/s
47.10.399.191 I slot print_timing: id  0 | task 28638 | n_gen =    823, tg =  24.13 t/s, tg_3s =  22.91 t/s
47.10.449.065 I slot print_timing: id  0 | task 28638 | prompt eval time =     389.03 ms /   105 tokens (    3.71 ms per token,   269.90 tokens per second)
47.10.449.073 I slot print_timing: id  0 | task 28638 |        eval time =   34118.15 ms /   824 tokens (   41.46 ms per token,    24.12 tokens per second)
47.10.449.074 I slot print_timing: id  0 | task 28638 |       total time =   34507.18 ms /   929 tokens
47.10.449.074 I slot print_timing: id  0 | task 28638 |    graphs reused =      29227
47.10.449.294 I slot      release: id  0 | task 28638 | stop processing: n_tokens = 4350, truncated = 0
47.10.948.937 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.982 (> 0.100 thold), f_keep = 0.809
47.10.949.178 I slot launch_slot_: id  0 | task 29463 | processing task, is_child = 0
47.15.204.698 I slot print_timing: id  0 | task 29463 | n_gen =    100, tg =  23.94 t/s, tg_3s =  24.18 t/s
47.18.242.914 I slot print_timing: id  0 | task 29463 | n_gen =    174, tg =  24.12 t/s, tg_3s =  24.36 t/s
47.21.277.499 I slot print_timing: id  0 | task 29463 | n_gen =    248, tg =  24.20 t/s, tg_3s =  24.39 t/s
47.24.299.510 I slot print_timing: id  0 | task 29463 | n_gen =    322, tg =  24.26 t/s, tg_3s =  24.49 t/s
47.27.333.233 I slot print_timing: id  0 | task 29463 | n_gen =    396, tg =  24.29 t/s, tg_3s =  24.39 t/s
47.30.369.092 I slot print_timing: id  0 | task 29463 | n_gen =    470, tg =  24.30 t/s, tg_3s =  24.38 t/s
47.33.407.304 I slot print_timing: id  0 | task 29463 | n_gen =    544, tg =  24.31 t/s, tg_3s =  24.36 t/s
47.36.434.238 I slot print_timing: id  0 | task 29463 | n_gen =    618, tg =  24.33 t/s, tg_3s =  24.45 t/s
47.39.464.551 I slot print_timing: id  0 | task 29463 | n_gen =    689, tg =  24.23 t/s, tg_3s =  23.43 t/s
47.40.063.927 I slot print_timing: id  0 | task 29463 | prompt eval time =     120.43 ms /    66 tokens (    1.82 ms per token,   548.03 tokens per second)
47.40.063.949 I slot print_timing: id  0 | task 29463 |        eval time =   28994.28 ms /   702 tokens (   41.36 ms per token,    24.18 tokens per second)
47.40.063.950 I slot print_timing: id  0 | task 29463 |       total time =   29114.71 ms /   768 tokens
47.40.063.951 I slot print_timing: id  0 | task 29463 |    graphs reused =      29925
47.40.064.405 I slot      release: id  0 | task 29463 | stop processing: n_tokens = 4288, truncated = 0
48.00.486.008 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.978 (> 0.100 thold), f_keep = 0.798
48.00.486.169 I slot launch_slot_: id  0 | task 30166 | processing task, is_child = 0
48.04.853.897 I slot print_timing: id  0 | task 30166 | n_gen =    100, tg =  24.94 t/s, tg_3s =  25.19 t/s
48.07.854.738 I slot print_timing: id  0 | task 30166 | n_gen =    175, tg =  24.96 t/s, tg_3s =  24.99 t/s
48.10.893.216 I slot print_timing: id  0 | task 30166 | n_gen =    249, tg =  24.78 t/s, tg_3s =  24.35 t/s
48.13.460.194 I slot print_timing: id  0 | task 30166 | prompt eval time =     397.56 ms /    76 tokens (    5.23 ms per token,   191.16 tokens per second)
48.13.460.209 I slot print_timing: id  0 | task 30166 |        eval time =   12576.44 ms /   311 tokens (   40.57 ms per token,    24.65 tokens per second)
48.13.460.210 I slot print_timing: id  0 | task 30166 |       total time =   12974.01 ms /   387 tokens
48.13.460.212 I slot print_timing: id  0 | task 30166 |    graphs reused =      30233
48.13.461.076 I slot      release: id  0 | task 30166 | stop processing: n_tokens = 3808, truncated = 0
48.34.297.662 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.740 (> 0.100 thold), f_keep = 0.648
48.34.297.819 I slot launch_slot_: id  0 | task 30478 | processing task, is_child = 0
48.39.299.937 I slot print_timing: id  0 | task 30478 | n_gen =    100, tg =  24.67 t/s, tg_3s =  24.92 t/s
48.42.329.872 I slot print_timing: id  0 | task 30478 | n_gen =    172, tg =  24.28 t/s, tg_3s =  23.76 t/s
48.45.349.371 I slot print_timing: id  0 | task 30478 | n_gen =    243, tg =  24.05 t/s, tg_3s =  23.51 t/s
48.48.386.740 I slot print_timing: id  0 | task 30478 | n_gen =    318, tg =  24.20 t/s, tg_3s =  24.69 t/s
48.51.396.549 I slot print_timing: id  0 | task 30478 | n_gen =    391, tg =  24.21 t/s, tg_3s =  24.25 t/s
48.54.430.923 I slot print_timing: id  0 | task 30478 | n_gen =    463, tg =  24.13 t/s, tg_3s =  23.73 t/s
48.57.472.872 I slot print_timing: id  0 | task 30478 | n_gen =    535, tg =  24.07 t/s, tg_3s =  23.67 t/s
49.00.486.945 I slot print_timing: id  0 | task 30478 | n_gen =    606, tg =  24.01 t/s, tg_3s =  23.56 t/s
49.03.487.178 I slot print_timing: id  0 | task 30478 | n_gen =    677, tg =  23.97 t/s, tg_3s =  23.66 t/s
49.06.522.291 I slot print_timing: id  0 | task 30478 | n_gen =    749, tg =  23.95 t/s, tg_3s =  23.72 t/s
49.09.540.277 I slot print_timing: id  0 | task 30478 | n_gen =    820, tg =  23.91 t/s, tg_3s =  23.53 t/s
49.10.693.916 I slot print_timing: id  0 | task 30478 | prompt eval time =     988.84 ms /   867 tokens (    1.14 ms per token,   876.78 tokens per second)
49.10.693.931 I slot print_timing: id  0 | task 30478 |        eval time =   35407.22 ms /   847 tokens (   41.85 ms per token,    23.89 tokens per second)
49.10.693.933 I slot print_timing: id  0 | task 30478 |       total time =   36396.07 ms /  1714 tokens
49.10.693.934 I slot print_timing: id  0 | task 30478 |    graphs reused =      31075
49.10.694.263 I slot      release: id  0 | task 30478 | stop processing: n_tokens = 4181, truncated = 0
49.15.999.510 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.786 (> 0.100 thold), f_keep = 0.796
49.15.999.674 I slot launch_slot_: id  0 | task 31326 | processing task, is_child = 0
49.21.166.773 I slot print_timing: id  0 | task 31326 | n_gen =    100, tg =  23.55 t/s, tg_3s =  23.78 t/s
49.24.170.734 I slot print_timing: id  0 | task 31326 | n_gen =    170, tg =  23.44 t/s, tg_3s =  23.30 t/s
49.27.178.201 I slot print_timing: id  0 | task 31326 | n_gen =    240, tg =  23.39 t/s, tg_3s =  23.28 t/s
49.30.197.761 I slot print_timing: id  0 | task 31326 | n_gen =    308, tg =  23.20 t/s, tg_3s =  22.52 t/s
49.33.220.781 I slot print_timing: id  0 | task 31326 | n_gen =    377, tg =  23.13 t/s, tg_3s =  22.82 t/s
49.36.251.119 I slot print_timing: id  0 | task 31326 | n_gen =    446, tg =  23.07 t/s, tg_3s =  22.77 t/s
49.39.254.935 I slot print_timing: id  0 | task 31326 | n_gen =    515, tg =  23.06 t/s, tg_3s =  22.97 t/s
49.42.278.963 I slot print_timing: id  0 | task 31326 | n_gen =    584, tg =  23.03 t/s, tg_3s =  22.82 t/s
49.45.304.494 I slot print_timing: id  0 | task 31326 | n_gen =    653, tg =  23.00 t/s, tg_3s =  22.81 t/s
49.48.311.559 I slot print_timing: id  0 | task 31326 | n_gen =    722, tg =  23.00 t/s, tg_3s =  22.95 t/s
49.51.342.867 I slot print_timing: id  0 | task 31326 | n_gen =    791, tg =  22.98 t/s, tg_3s =  22.76 t/s
49.54.353.373 I slot print_timing: id  0 | task 31326 | n_gen =    860, tg =  22.97 t/s, tg_3s =  22.92 t/s
49.57.356.634 I slot print_timing: id  0 | task 31326 | n_gen =    928, tg =  22.95 t/s, tg_3s =  22.64 t/s
49.59.960.647 I slot print_timing: id  0 | task 31326 | prompt eval time =     962.46 ms /   908 tokens (    1.06 ms per token,   943.42 tokens per second)
49.59.960.662 I slot print_timing: id  0 | task 31326 |        eval time =   42998.50 ms /   987 tokens (   43.61 ms per token,    22.93 tokens per second)
49.59.960.664 I slot print_timing: id  0 | task 31326 |       total time =   43960.95 ms /  1895 tokens
49.59.960.665 I slot print_timing: id  0 | task 31326 |    graphs reused =      32056
49.59.961.042 I slot      release: id  0 | task 31326 | stop processing: n_tokens = 5223, truncated = 0
50.24.633.281 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.574 (> 0.100 thold), f_keep = 0.473
50.24.771.599 I slot launch_slot_: id  0 | task 32314 | processing task, is_child = 0
50.30.734.736 I slot print_timing: id  0 | task 32314 | n_gen =    100, tg =  23.53 t/s, tg_3s =  23.77 t/s
50.33.755.526 I slot print_timing: id  0 | task 32314 | n_gen =    171, tg =  23.52 t/s, tg_3s =  23.50 t/s
50.36.778.431 I slot print_timing: id  0 | task 32314 | n_gen =    242, tg =  23.51 t/s, tg_3s =  23.49 t/s
50.39.794.879 I slot print_timing: id  0 | task 32314 | n_gen =    313, tg =  23.52 t/s, tg_3s =  23.54 t/s
50.42.815.707 I slot print_timing: id  0 | task 32314 | n_gen =    383, tg =  23.45 t/s, tg_3s =  23.17 t/s
50.45.856.757 I slot print_timing: id  0 | task 32314 | n_gen =    453, tg =  23.38 t/s, tg_3s =  23.02 t/s
50.48.874.172 I slot print_timing: id  0 | task 32314 | n_gen =    522, tg =  23.31 t/s, tg_3s =  22.87 t/s
50.51.893.988 I slot print_timing: id  0 | task 32314 | n_gen =    591, tg =  23.26 t/s, tg_3s =  22.85 t/s
50.54.902.190 I slot print_timing: id  0 | task 32314 | n_gen =    658, tg =  23.15 t/s, tg_3s =  22.27 t/s
50.55.957.111 I slot print_timing: id  0 | task 32314 | prompt eval time =    1756.09 ms /  1835 tokens (    0.96 ms per token,  1044.94 tokens per second)
50.55.957.125 I slot print_timing: id  0 | task 32314 |        eval time =   29429.39 ms /   681 tokens (   43.28 ms per token,    23.11 tokens per second)
50.55.957.127 I slot print_timing: id  0 | task 32314 |       total time =   31185.48 ms /  2516 tokens
50.55.957.128 I slot print_timing: id  0 | task 32314 |    graphs reused =      32732
50.55.957.435 I slot      release: id  0 | task 32314 | stop processing: n_tokens = 4983, truncated = 0
50.56.443.393 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 0.862
50.56.443.551 I slot launch_slot_: id  0 | task 32996 | processing task, is_child = 0
51.00.925.901 I slot print_timing: id  0 | task 32996 | n_gen =    100, tg =  22.64 t/s, tg_3s =  22.87 t/s
51.03.965.105 I slot print_timing: id  0 | task 32996 | n_gen =    170, tg =  22.80 t/s, tg_3s =  23.03 t/s
51.06.974.413 I slot print_timing: id  0 | task 32996 | n_gen =    236, tg =  22.55 t/s, tg_3s =  21.93 t/s
51.09.979.158 I slot print_timing: id  0 | task 32996 | n_gen =    303, tg =  22.49 t/s, tg_3s =  22.30 t/s
51.13.011.840 I slot print_timing: id  0 | task 32996 | n_gen =    372, tg =  22.54 t/s, tg_3s =  22.75 t/s
51.16.018.489 I slot print_timing: id  0 | task 32996 | n_gen =    439, tg =  22.50 t/s, tg_3s =  22.28 t/s
51.19.056.865 I slot print_timing: id  0 | task 32996 | n_gen =    510, tg =  22.62 t/s, tg_3s =  23.37 t/s
51.22.071.236 I slot print_timing: id  0 | task 32996 | n_gen =    577, tg =  22.57 t/s, tg_3s =  22.23 t/s
51.25.112.777 I slot print_timing: id  0 | task 32996 | n_gen =    638, tg =  22.30 t/s, tg_3s =  20.06 t/s
51.28.130.944 I slot print_timing: id  0 | task 32996 | n_gen =    699, tg =  22.10 t/s, tg_3s =  20.21 t/s
51.28.257.851 I slot print_timing: id  0 | task 32996 | prompt eval time =     110.20 ms /    66 tokens (    1.67 ms per token,   598.92 tokens per second)
51.28.257.860 I slot print_timing: id  0 | task 32996 |        eval time =   31704.08 ms /   702 tokens (   45.23 ms per token,    22.11 tokens per second)
51.28.257.862 I slot print_timing: id  0 | task 32996 |       total time =   31814.27 ms /   768 tokens
51.28.257.863 I slot print_timing: id  0 | task 32996 |    graphs reused =      33430
51.28.258.234 I slot      release: id  0 | task 32996 | stop processing: n_tokens = 5064, truncated = 0
51.48.814.307 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.465 (> 0.100 thold), f_keep = 0.487
51.49.013.689 I slot launch_slot_: id  0 | task 33699 | processing task, is_child = 0
51.55.477.193 I slot print_timing: id  0 | task 33699 | n_gen =    100, tg =  21.64 t/s, tg_3s =  21.86 t/s
51.58.504.196 I slot print_timing: id  0 | task 33699 | n_gen =    165, tg =  21.57 t/s, tg_3s =  21.47 t/s
52.01.537.018 I slot print_timing: id  0 | task 33699 | n_gen =    230, tg =  21.53 t/s, tg_3s =  21.43 t/s
52.04.537.151 I slot print_timing: id  0 | task 33699 | n_gen =    294, tg =  21.49 t/s, tg_3s =  21.33 t/s
52.07.541.426 I slot print_timing: id  0 | task 33699 | n_gen =    358, tg =  21.46 t/s, tg_3s =  21.30 t/s
52.10.575.177 I slot print_timing: id  0 | task 33699 | n_gen =    422, tg =  21.40 t/s, tg_3s =  21.10 t/s
52.13.617.938 I slot print_timing: id  0 | task 33699 | n_gen =    486, tg =  21.35 t/s, tg_3s =  21.03 t/s
52.16.658.087 I slot print_timing: id  0 | task 33699 | n_gen =    549, tg =  21.28 t/s, tg_3s =  20.72 t/s
52.19.668.397 I slot print_timing: id  0 | task 33699 | n_gen =    611, tg =  21.21 t/s, tg_3s =  20.60 t/s
52.22.695.449 I slot print_timing: id  0 | task 33699 | n_gen =    678, tg =  21.29 t/s, tg_3s =  22.13 t/s
52.25.698.051 I slot print_timing: id  0 | task 33699 | n_gen =    747, tg =  21.44 t/s, tg_3s =  22.98 t/s
52.28.723.489 I slot print_timing: id  0 | task 33699 | n_gen =    817, tg =  21.58 t/s, tg_3s =  23.14 t/s
52.31.753.422 I slot print_timing: id  0 | task 33699 | n_gen =    887, tg =  21.69 t/s, tg_3s =  23.10 t/s
52.34.787.581 I slot print_timing: id  0 | task 33699 | n_gen =    957, tg =  21.78 t/s, tg_3s =  23.07 t/s
52.36.280.653 I slot print_timing: id  0 | task 33699 | prompt eval time =    1888.35 ms /  1973 tokens (    0.96 ms per token,  1044.83 tokens per second)
52.36.280.666 I slot print_timing: id  0 | task 33699 |        eval time =   45378.59 ms /   991 tokens (   45.84 ms per token,    21.82 tokens per second)
52.36.280.668 I slot print_timing: id  0 | task 33699 |       total time =   47266.93 ms /  2964 tokens
52.36.280.669 I slot print_timing: id  0 | task 33699 |    graphs reused =      34415
52.36.280.984 I slot      release: id  0 | task 33699 | stop processing: n_tokens = 6293, truncated = 0
52.39.972.421 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.849 (> 0.100 thold), f_keep = 0.842
52.39.972.544 I slot launch_slot_: id  0 | task 34691 | processing task, is_child = 0
52.45.419.127 I slot print_timing: id  0 | task 34691 | n_gen =    100, tg =  23.08 t/s, tg_3s =  23.31 t/s
52.48.421.562 I slot print_timing: id  0 | task 34691 | n_gen =    168, tg =  22.90 t/s, tg_3s =  22.65 t/s
52.51.421.868 I slot print_timing: id  0 | task 34691 | n_gen =    235, tg =  22.74 t/s, tg_3s =  22.33 t/s
52.54.441.746 I slot print_timing: id  0 | task 34691 | n_gen =    303, tg =  22.69 t/s, tg_3s =  22.52 t/s
52.57.448.418 I slot print_timing: id  0 | task 34691 | n_gen =    370, tg =  22.61 t/s, tg_3s =  22.28 t/s
53.00.455.651 I slot print_timing: id  0 | task 34691 | n_gen =    436, tg =  22.51 t/s, tg_3s =  21.95 t/s
53.03.476.438 I slot print_timing: id  0 | task 34691 | n_gen =    503, tg =  22.46 t/s, tg_3s =  22.18 t/s
53.06.501.685 I slot print_timing: id  0 | task 34691 | n_gen =    571, tg =  22.47 t/s, tg_3s =  22.48 t/s
53.09.503.718 I slot print_timing: id  0 | task 34691 | n_gen =    639, tg =  22.49 t/s, tg_3s =  22.65 t/s
53.12.521.399 I slot print_timing: id  0 | task 34691 | n_gen =    707, tg =  22.49 t/s, tg_3s =  22.53 t/s
53.15.524.560 I slot print_timing: id  0 | task 34691 | n_gen =    773, tg =  22.45 t/s, tg_3s =  21.98 t/s
53.18.557.667 I slot print_timing: id  0 | task 34691 | n_gen =    839, tg =  22.39 t/s, tg_3s =  21.76 t/s
53.21.588.500 I slot print_timing: id  0 | task 34691 | n_gen =    906, tg =  22.37 t/s, tg_3s =  22.11 t/s
53.24.612.396 I slot print_timing: id  0 | task 34691 | n_gen =    970, tg =  22.28 t/s, tg_3s =  21.16 t/s
